'스타크래프트: 리마스터' 추석 할인 행사 진행,http://isplus.live.joins.com/news/article/aid.asp?aid=23168274
"정윤종 vs 이재호, 코리아 스타크래프트 리그 우승자는?",https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1604676
"손오공, 스타크래프트 ‘전설의 목소리’ 패키지 출시",http://www.etnews.com/20190503000410
"블리자드, 스타크래프트-디아블로3 할인 판매",http://www.zdnet.co.kr/ArticleView.asp?artice_id=20190327102034
"스타크래프트 리마스터, 누리꾼들…""패키지로 일정금액을 받고 또 요구해??",http://www.speconomy.com/news/articleView.html?idxno=89258
코리아 스타크래프트 리그가 돌아온다,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20190220.99099005985
"신한금투, 스타크래프트 게임대회 'MPL 시즌2' 후원",http://yna.kr/AKR20181212099300008?did=1195m
"[스타크래프트] 스타 다큐멘터리 시즌5, ‘질럿의 용맹함’ 편 공개",http://www.inven.co.kr/webzine/news/?news=236898&site=sc
스타크래프트 최강 직장인을 가리자!,http://www.dailyesports.com/view.php?ud=2019110810003021793cf949c6b9_27
[겜문학개론] 스타크래프트에 숨어 있는 유럽사,http://game.dailyesports.com/view.php?ud=202006021823524202da2c546b3a_26
딥마인드 '알파스타' 스타크래프트2 프로게이머에 10승1패,http://yna.kr/AKR20190125116800017?did=1195m
시즌4는 넥슨 아레나! 성승헌 캐스터 합류하는 스타크래프트 KSL,http://www.inven.co.kr/webzine/news/?news=229103&iskin=esports
'테란전에 완벽한 저그 유저' 박경락 사망... 스타크래프트 전성기 이끈 선수,http://www.mhns.co.kr/news/articleView.html?idxno=261806
"엔타로 아둔! 3D 프린터와 금손이 만난 스타크래프트 유닛, 기술이 예술이 되다",http://www.gamechosun.co.kr/webzine/article/view.php?no=164891
"스타크래프트 리마스터 첫 DLC, '전설의 목소리' 간담회",http://www.inven.co.kr/webzine/news/?news=219564&site=sc
코리아 스타크래프트 리그 시즌4(KSL S4) 2주 차 생방송,http://www.inven.co.kr/webzine/news/?news=229505&iskin=esports
BJ 철구 방송 복귀 “정말 떨린다”...아내 외질혜도 함께 [EN스타],https://www.seoul.co.kr/news/newsView.php?id=20200525500013&wlog_tag3=naver
"알파고, 바둑 이어 ‘스타크래프트2’도 평정",http://news.mt.co.kr/mtview.php?no=2019103106311767074
코리아 스타크래프트 리그 시즌4(KSL S4) 4주차 예고,http://www.gamechosun.co.kr/webzine/article/view.php?no=160575
"돌아온 '스타크래프트' 김택용, 할 일이 많다",http://www.choicenews.co.kr/news/articleView.html?idxno=69662
"'코리아 스타크래프트 리그' 2019시즌 첫 결승, 6월 8일 개최",http://sports.chosun.com/news/ntype.htm?id=201905300100230590015667&servicedate=20190529
'컬투쇼'서 키드밀리가 밝힌 #순한 맛 #스타크래프트 #딘드밀리 #몰카[종합],http://www.sportsseoul.com/news/read/907648?ref=naver
"직장인의 민속놀이, '스타크래프트'로 한 판 붙자",https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1576779
"스타크래프트, 콘서트 기념 콘솔 스킨 2종 공개",http://www.gamemeca.com/mv.php?inflow=naver_s&gid=1569795
"TEN 20시즌 개막전, 스타크래프트 종족최강전으로 열린다",http://stoo.asiae.co.kr/article.php?aid=64213824744
"블리자드, 코리아 스타크래프트 리그 결승 내달 8일 진행",http://www.inews24.com/php/news_view.php?g_serial=1121130&g_menu=020534&rrf=nv
"[인터뷰] 우연 아닌 노력이 만든 스타, 'BJ이차함수' 장현우",http://it.chosun.com/site/data/html_dir/2020/05/22/2020052202937.html
코리아 스타크래프트 리그(KSL) 시즌 3 예선전 내일 시작,http://www.etnews.com/20190322000193
"스타크래프트, 20년만에 새 단장한다",http://www.zdnet.co.kr/ArticleView.asp?artice_id=20170630152134
코리아 스타크래프트 리그 시즌4(KSL S4) 3주차 생방송,http://www.gamechosun.co.kr/webzine/article/view.php?no=160318
